season,specie,sex,age(month),temperature,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,Disease
12,2,9,13,38.65,32,27,39,23,14,50,38,11
3,2,9,37,38.65,32,20,36,30,47,14,51,7
12,2,6,88,38.65,46,18,26,55,22,47,28,15
3,8,6,28,39.25,17,45,42,32,37,29,43,1
4,8,6,79,39.25,30,37,20,32,44,14,54,7
3,8,6,24,39.25,34,52,37,39,14,14,36,5
4,8,6,76,39.25,23,39,32,27,24,25,14,11
3,8,6,42,39.25,34,52,39,37,14,41,54,5
12,8,6,64,39.25,23,39,32,27,24,43,35,11
4,8,9,37,39.25,26,14,46,18,43,31,14,15
4,8,9,93,39.25,26,55,46,18,14,36,36,15
3,2,6,20,38.65,17,45,42,32,33,54,22,1
12,2,6,50,38.65,17,45,14,32,14,38,37,1
12,2,6,99,38.65,45,32,17,42,14,51,43,1
4,2,6,89,38.65,49,19,34,54,41,43,14,0
4,2,6,20,38.65,53,16,40,32,47,14,35,10
12,2,9,69,38.65,23,14,39,54,24,54,48,11
3,2,9,55,38.65,18,46,26,55,35,31,21,15
3,8,9,73,39.25,26,55,46,18,48,14,14,15
4,2,9,97,38.65,34,54,49,19,25,14,37,0
3,8,6,91,39.25,32,45,42,17,28,14,51,1
4,2,6,29,38.65,17,45,14,14,31,50,51,1
3,2,6,10,38.65,32,42,45,14,14,33,14,1
4,8,6,28,39.25,34,52,37,39,38,14,35,5
3,2,6,109,38.65,17,45,42,32,14,24,25,1
4,2,6,21,38.65,34,19,49,54,35,38,35,0
12,8,9,86,39.25,26,55,31,18,48,48,14,15
3,2,6,43,38.65,45,42,17,32,29,14,22,1
12,8,9,1,39.25,18,55,32,54,35,21,14,13
4,2,9,106,38.65,18,55,32,54,33,25,25,13
12,2,9,114,38.65,34,49,54,19,14,14,44,0
3,2,9,91,38.65,26,55,46,18,14,14,14,15
12,2,6,70,38.65,34,52,37,39,33,51,14,5
4,2,9,80,38.65,18,55,32,54,24,14,25,13
3,2,9,111,38.65,34,52,37,39,14,14,47,5
12,8,9,6,39.25,32,30,20,36,54,21,21,7
3,8,6,87,39.25,34,39,52,37,44,14,50,5
12,2,6,63,38.65,49,50,19,54,14,14,14,0
3,2,9,44,38.65,34,37,52,39,47,29,28,5
3,8,6,114,39.25,32,39,23,27,14,36,37,11
3,2,9,18,38.65,34,52,37,14,14,54,24,5
12,8,6,84,39.25,27,39,23,32,31,54,38,11
12,8,6,41,39.25,55,46,18,26,44,38,36,15
12,2,6,47,38.65,32,39,27,14,14,14,47,11
3,8,9,91,39.25,32,20,30,51,25,29,14,7
3,8,9,59,39.25,34,52,14,39,51,25,44,5
3,8,6,47,39.25,27,23,32,39,41,47,14,11
4,8,6,79,39.25,53,35,40,32,28,44,47,10
3,2,9,18,38.65,34,52,39,37,36,51,33,5
4,2,6,93,38.65,39,52,37,34,54,14,14,5
4,2,9,70,38.65,34,52,37,39,35,43,33,5
3,2,9,92,38.65,36,20,30,21,41,36,48,7
12,2,9,63,38.65,34,52,37,39,28,14,22,5
4,2,6,96,38.65,32,23,27,39,38,28,14,11
3,8,9,101,39.25,32,36,30,20,38,37,25,7
3,2,6,97,38.65,17,45,42,32,37,50,24,1
4,2,9,71,38.65,34,52,37,39,14,28,28,5
3,8,6,63,39.25,32,20,36,30,44,33,50,7
3,2,6,92,38.65,27,14,32,39,36,33,50,11
12,2,6,40,38.65,37,34,52,39,51,38,14,5
4,8,9,105,39.25,30,32,36,20,14,14,41,7
3,2,6,1,38.65,32,20,36,30,47,33,54,7
3,8,6,115,39.25,55,18,32,54,38,47,28,13
3,8,6,82,39.25,23,39,32,27,14,37,29,11
3,2,6,85,38.65,27,32,39,23,35,14,43,11
3,2,6,49,38.65,18,55,32,54,14,28,41,13
3,8,9,48,39.25,34,14,37,39,35,14,14,5
4,2,6,45,38.65,45,42,17,32,28,28,44,1
4,2,6,14,38.65,17,45,42,32,44,28,14,1
12,8,6,23,39.25,53,16,40,32,35,21,14,10
4,2,6,103,38.65,49,34,19,54,28,43,51,0
12,2,9,68,38.65,37,52,34,39,14,14,51,5
3,2,6,109,38.65,20,32,36,30,14,21,41,7
12,2,6,57,38.65,23,39,32,27,14,21,21,11
4,2,6,68,38.65,40,37,16,32,14,14,14,10
12,2,6,58,38.65,34,14,37,14,44,37,41,5
4,8,9,112,39.25,23,39,32,27,14,51,51,11
4,8,9,75,39.25,49,19,34,54,51,44,14,0
4,2,9,27,38.65,49,54,34,19,21,31,35,0
12,8,9,113,39.25,18,46,14,55,48,38,29,15
12,2,9,69,38.65,34,39,37,52,25,51,38,5
12,8,9,85,39.25,54,34,49,14,38,43,14,0
12,8,9,41,39.25,32,55,18,54,51,33,28,13
3,8,6,101,39.25,34,52,37,39,54,36,24,5
12,8,6,57,39.25,42,45,17,32,14,51,38,1
3,2,6,64,38.65,18,26,46,55,47,50,48,15
3,8,6,13,39.25,39,23,27,32,48,47,33,11
12,8,6,36,39.25,49,54,19,34,14,47,14,0
3,2,6,89,38.65,26,55,46,18,14,50,41,15
12,2,6,120,38.65,18,55,54,32,22,14,28,13
3,8,6,20,39.25,36,32,20,30,14,14,29,7
12,2,9,25,38.65,46,26,55,18,14,54,50,15
4,8,6,107,39.25,34,52,37,39,24,14,14,5
4,2,6,90,38.65,25,16,40,32,14,37,54,10
4,2,6,29,38.65,32,20,30,36,51,47,29,7
3,8,9,86,39.25,27,23,39,32,14,50,36,11
4,8,6,31,39.25,30,32,20,36,54,14,51,7
4,2,9,4,38.65,23,39,32,24,41,38,37,11
3,8,6,100,39.25,32,14,45,42,14,25,50,1
3,2,6,20,38.65,39,23,27,32,35,47,14,11
4,2,6,7,38.65,34,52,37,39,14,38,54,5
12,2,6,106,38.65,39,14,14,32,14,31,14,11
12,2,6,85,38.65,26,55,46,18,35,24,35,15
4,2,9,12,38.65,26,55,46,18,43,14,33,15
3,8,9,5,39.25,34,52,37,39,51,38,14,5
12,2,6,8,38.65,53,32,36,40,29,35,35,10
3,2,6,9,38.65,34,52,14,39,51,51,38,5
12,8,9,10,39.25,32,39,23,27,31,14,41,11
4,2,9,7,38.65,46,18,26,55,50,29,29,15
4,8,9,95,39.25,34,14,37,39,14,14,51,5
3,2,6,92,38.65,54,19,34,49,50,47,14,0
4,2,6,19,38.65,53,16,40,32,54,37,31,10
12,8,6,101,39.25,20,36,32,30,38,14,35,7
3,8,6,23,39.25,34,39,52,37,14,37,44,5
12,2,9,27,38.65,23,39,32,27,47,51,29,11
12,2,6,107,38.65,49,19,34,54,25,47,28,0
4,2,6,7,38.65,45,14,42,32,14,50,36,1
3,2,6,11,38.65,23,39,32,27,24,36,14,11
3,8,9,92,39.25,37,34,52,39,41,14,14,5
12,8,6,45,39.25,42,14,17,32,14,14,33,1
3,8,6,96,39.25,20,32,36,30,38,35,14,7
12,2,6,109,38.65,32,17,45,42,43,35,25,1
4,2,9,85,38.65,37,52,39,34,48,14,47,5
4,8,6,33,39.25,54,49,19,43,14,14,38,0
4,2,6,23,38.65,23,39,32,27,24,48,37,11
4,2,6,31,38.65,26,55,14,18,29,14,31,15
3,8,6,109,39.25,45,42,32,17,51,36,22,1
4,8,6,1,39.25,17,45,42,32,38,33,14,1
4,2,6,12,38.65,17,45,42,32,14,47,14,1
4,8,9,49,39.25,30,20,36,32,14,48,31,7
4,8,9,60,39.25,44,39,32,27,51,28,43,11
3,2,6,79,38.65,53,16,40,32,51,14,43,10
12,2,6,44,38.65,32,45,42,17,29,14,36,1
12,8,9,60,39.25,36,32,30,20,31,29,29,7
4,2,6,69,38.65,23,32,39,27,14,14,36,11
4,8,6,30,39.25,49,19,34,54,14,33,22,0
4,2,6,1,38.65,36,29,30,32,21,54,14,7
4,8,9,112,39.25,26,55,46,18,50,37,24,15
12,8,6,55,39.25,37,39,52,34,14,28,24,5
12,8,6,72,39.25,49,19,34,14,33,50,36,0
12,8,6,52,39.25,53,40,32,16,48,54,14,10
12,8,6,83,39.25,32,23,39,27,14,37,14,11
4,2,6,50,38.65,32,20,30,36,43,48,22,7
4,8,9,76,39.25,36,30,32,20,21,14,33,7
4,8,9,53,39.25,32,36,20,14,14,51,14,7
3,2,9,105,38.65,49,19,34,54,48,41,14,0
12,8,6,24,39.25,17,45,42,32,14,43,38,1
12,2,6,17,38.65,55,14,26,18,29,14,48,15
12,8,9,89,39.25,23,39,32,27,14,35,35,11
3,8,6,93,39.25,53,16,40,32,48,14,47,10
3,8,6,110,39.25,17,45,42,14,36,29,38,1
3,8,9,41,39.25,18,55,32,54,37,48,29,13
3,2,6,36,38.65,23,39,32,14,51,28,14,11
4,2,6,114,38.65,34,52,37,43,14,14,25,5
4,2,6,26,38.65,32,16,14,40,33,50,14,10
12,2,6,92,38.65,17,32,45,42,29,48,51,1
4,8,9,15,39.25,27,32,39,23,47,36,14,11
4,2,6,89,38.65,53,16,40,14,54,24,14,10
12,2,6,32,38.65,54,18,55,32,51,14,14,13
12,8,9,124,39.25,28,34,39,37,31,14,51,5
3,2,6,38,38.65,17,45,21,32,41,31,22,1
12,2,9,91,38.65,33,27,32,39,48,37,25,11
12,8,6,50,39.25,34,19,14,49,22,24,48,0
3,2,6,57,38.65,53,16,40,14,37,14,36,10
3,8,6,92,39.25,17,45,42,32,24,47,54,1
4,8,9,94,39.25,34,52,37,39,14,33,33,5
12,2,9,8,38.65,26,55,46,18,31,38,21,15
12,8,9,21,39.25,37,14,34,52,38,14,37,5
4,8,6,81,39.25,23,39,41,27,54,37,41,11
4,8,6,3,39.25,23,27,32,14,48,14,14,11
12,8,9,37,39.25,18,55,46,26,29,50,31,15
12,2,6,65,38.65,49,19,34,54,28,14,14,0
3,8,9,53,39.25,18,29,46,26,33,33,35,15
4,8,9,98,39.25,26,55,18,46,50,14,54,15
3,2,9,6,38.65,32,36,20,30,38,50,36,7
4,8,9,14,39.25,49,34,19,54,47,37,14,0
3,2,6,74,38.65,23,39,32,27,31,29,21,11
12,8,6,66,39.25,32,20,36,30,14,14,51,7
3,8,9,36,39.25,18,54,14,32,43,37,48,13
3,2,6,5,38.65,26,55,46,18,21,22,35,15
3,2,9,46,38.65,54,49,34,19,48,48,37,0
12,8,6,19,39.25,29,32,14,17,38,51,36,1
3,2,9,38,38.65,32,20,36,30,31,21,24,7
3,2,6,23,38.65,32,20,36,30,33,48,14,7
3,2,6,46,38.65,17,45,42,32,51,48,51,1
3,8,6,74,39.25,17,45,42,54,14,24,14,1
4,2,6,107,38.65,36,20,30,32,24,54,21,7
12,8,9,111,39.25,27,32,39,23,54,43,14,11
4,8,6,93,39.25,34,52,37,39,31,38,48,5
4,8,9,64,39.25,18,55,46,38,51,24,38,15
4,8,6,63,39.25,54,19,34,49,14,35,35,0
12,8,9,80,39.25,54,14,19,34,28,14,22,0
3,2,6,65,38.65,54,32,18,55,14,21,36,13
4,2,6,75,38.65,53,16,40,54,31,29,51,10
4,8,9,13,39.25,19,14,34,49,47,14,14,0
3,2,6,45,38.65,55,26,46,18,14,28,41,15
4,8,6,40,39.25,18,55,32,54,44,21,14,13
3,2,6,12,38.65,55,18,46,26,51,14,41,15
3,2,6,81,38.65,49,34,54,19,22,38,54,0
12,8,9,78,39.25,23,32,39,27,24,29,25,11
12,8,6,64,39.25,23,39,32,27,31,14,54,11
3,8,6,94,39.25,53,14,40,32,43,50,14,10
3,8,6,65,39.25,40,16,32,53,29,21,38,10
12,2,6,71,38.65,32,42,17,45,47,51,36,1
12,8,9,55,39.25,34,39,37,52,14,14,24,5
4,2,9,57,38.65,46,18,55,26,14,14,14,15
3,2,9,43,38.65,32,27,39,23,14,25,22,11
4,2,6,67,38.65,20,30,32,36,43,14,14,7
3,8,6,116,39.25,26,18,55,46,29,47,14,15
12,2,6,17,38.65,49,19,34,54,48,22,25,0
12,2,6,15,38.65,34,39,37,52,44,37,24,5
4,2,6,41,38.65,17,45,42,32,14,33,35,1
12,2,6,103,38.65,34,52,37,39,36,36,43,5
4,2,9,79,38.65,23,39,32,27,14,54,43,11
4,2,9,39,38.65,26,46,55,18,35,51,36,15
12,2,9,28,38.65,43,46,26,18,37,33,24,15
4,8,6,19,39.25,52,39,34,37,22,33,47,5
3,2,6,86,38.65,36,30,32,20,47,33,14,7
3,8,6,66,39.25,53,16,40,32,36,28,14,10
4,8,6,101,39.25,34,39,52,37,33,14,29,5
3,8,6,17,39.25,23,14,39,27,14,14,22,11
12,2,6,40,38.65,26,55,46,18,54,35,33,15
12,8,9,90,39.25,32,20,36,30,14,21,29,7
12,2,6,69,38.65,49,19,54,34,50,31,54,0
4,8,6,78,39.25,34,39,37,52,54,50,14,5
3,8,9,94,39.25,32,20,36,30,47,14,14,7
4,8,6,57,39.25,36,32,30,20,38,14,14,7
3,8,9,28,39.25,27,39,23,32,21,28,14,11
12,8,6,33,39.25,49,34,14,19,14,14,36,0
3,2,9,70,38.65,49,19,34,54,47,47,14,0
3,8,6,70,39.25,46,14,18,55,37,33,31,15
3,2,9,99,38.65,39,52,14,37,44,25,14,5
12,8,9,50,39.25,18,55,54,32,35,14,48,13
12,2,6,80,38.65,26,55,18,46,14,29,28,15
3,2,9,31,38.65,20,30,36,32,21,31,36,7
3,8,6,32,39.25,36,20,32,30,21,50,51,7
12,8,6,13,39.25,17,45,42,32,14,35,35,1
4,2,9,55,38.65,34,49,19,54,14,37,50,0
3,2,9,79,38.65,23,32,39,54,31,28,14,11
4,2,6,44,38.65,17,45,42,32,47,14,51,1
3,2,6,41,38.65,17,45,14,32,35,14,35,1
3,8,9,15,39.25,23,27,39,32,21,35,24,11
3,2,9,15,38.65,54,34,49,19,51,43,14,0
12,8,6,98,39.25,17,45,42,32,25,14,31,1
3,8,6,81,39.25,53,16,40,32,38,37,29,10
12,2,6,10,38.65,34,52,37,39,14,31,24,5
4,8,6,46,39.25,17,45,42,32,14,14,41,1
4,2,6,81,38.65,34,49,54,19,28,44,33,0
12,8,9,58,39.25,32,27,39,25,47,51,43,11
3,8,6,123,39.25,45,17,32,42,35,43,14,1
12,8,6,95,39.25,54,18,32,55,35,14,14,13
3,2,6,50,38.65,32,27,23,39,50,25,33,11
3,2,6,96,38.65,42,17,45,32,51,38,54,1
3,8,9,14,39.25,34,52,37,39,31,31,35,5
3,2,9,96,38.65,18,55,32,22,28,14,25,13
4,2,6,67,38.65,18,54,32,14,35,14,44,13
3,2,9,28,38.65,23,39,32,27,44,41,41,11
3,8,6,87,39.25,30,36,32,20,41,37,24,7
4,8,6,65,39.25,18,46,26,55,36,31,35,15
4,8,9,14,39.25,23,39,32,27,31,14,29,11
3,2,9,94,38.65,32,20,36,30,21,41,14,7
12,2,9,1,38.65,34,39,52,37,14,21,33,5
12,8,6,116,39.25,23,39,32,44,48,37,54,11
4,2,6,36,38.65,18,55,32,14,48,14,14,13
3,2,6,60,38.65,27,32,39,23,36,37,14,11
3,2,6,36,38.65,53,35,14,16,54,14,51,10
3,2,6,44,38.65,53,16,14,32,24,14,29,10
4,2,9,44,38.65,26,55,46,18,28,25,28,15
3,8,6,35,39.25,30,32,36,14,14,44,14,7
3,2,6,76,38.65,53,16,40,32,28,33,33,10
3,8,9,74,39.25,34,52,37,39,50,35,37,5
4,8,6,60,39.25,34,52,37,39,33,36,54,5
4,2,9,109,38.65,23,14,32,27,54,14,35,11
12,8,6,84,39.25,17,42,45,32,44,31,21,1
12,8,6,107,39.25,17,31,42,32,14,48,38,1
12,8,9,16,39.25,52,34,14,39,51,14,51,5
12,2,6,117,38.65,18,46,26,55,44,14,14,15
4,8,6,23,39.25,26,55,46,18,25,14,37,15
3,8,6,58,39.25,17,45,42,32,44,38,14,1
12,8,6,47,39.25,20,32,36,30,54,22,36,7
3,8,9,33,39.25,38,27,39,23,22,28,36,11
12,8,6,65,39.25,42,14,32,45,28,24,54,1
4,2,6,118,38.65,34,54,49,19,25,14,24,0
4,2,6,40,38.65,30,32,20,36,28,24,54,7
12,8,9,116,39.25,39,34,37,52,33,29,54,5
4,8,6,79,39.25,54,49,19,34,22,14,14,0
12,2,6,13,38.65,23,39,32,27,25,51,47,11
3,8,9,62,39.25,34,52,37,39,33,41,14,5
4,2,6,37,38.65,20,30,32,36,14,21,38,7
3,2,6,23,38.65,32,45,42,17,36,54,38,1
3,2,9,16,38.65,18,55,46,26,38,14,28,15
3,2,6,90,38.65,17,45,42,32,14,37,14,1
4,2,9,95,38.65,49,19,34,54,50,43,54,0
4,8,6,79,39.25,16,40,53,32,51,14,24,10
4,8,6,33,39.25,49,19,34,54,14,31,14,0
4,8,6,104,39.25,39,34,52,37,33,37,50,5
12,8,9,77,39.25,34,52,37,39,25,14,14,5
12,2,9,39,38.65,32,55,54,18,14,33,38,13
3,8,6,17,39.25,32,53,40,16,54,14,37,10
12,2,6,52,38.65,18,55,32,54,43,38,33,13
12,2,6,53,38.65,26,55,46,18,44,22,22,15
12,2,9,13,38.65,32,20,36,30,50,48,24,7
3,8,6,24,39.25,26,55,46,18,14,51,47,15
3,8,6,110,39.25,49,19,34,54,28,38,21,0
4,2,6,33,38.65,17,45,42,32,51,14,14,1
12,2,6,74,38.65,37,52,39,34,35,35,44,5
12,2,9,31,38.65,34,52,37,39,54,29,50,5
12,2,6,1,38.65,17,45,14,32,35,44,35,1
3,2,6,18,38.65,17,45,42,32,33,14,21,1
3,2,6,52,38.65,17,45,42,32,14,31,22,1
12,8,9,98,39.25,34,52,37,39,22,31,28,5
3,8,9,33,39.25,32,36,20,30,47,41,36,7
4,2,6,34,38.65,36,32,20,30,37,38,48,7
12,8,6,61,39.25,26,55,46,18,36,37,31,15
3,2,6,43,38.65,38,45,42,32,14,22,51,1
3,8,6,61,39.25,34,52,37,41,24,29,14,5
4,2,9,116,38.65,23,39,32,27,48,43,14,11
4,2,6,41,38.65,18,55,32,54,44,47,35,13
4,8,6,63,39.25,26,55,46,18,14,35,44,15
3,2,6,15,38.65,26,55,46,18,43,22,38,15
4,2,6,30,38.65,49,33,34,54,14,38,14,0
4,8,9,121,39.25,52,37,34,39,54,31,37,5
12,8,6,1,39.25,17,32,42,45,33,35,37,1
4,2,6,89,38.65,32,20,30,36,14,47,43,7
3,8,6,15,39.25,37,39,34,52,50,21,44,5
12,2,9,18,38.65,46,14,26,55,36,50,47,15
12,8,6,99,39.25,34,52,37,39,50,50,44,5
12,8,6,55,39.25,34,52,37,39,14,47,28,5
12,8,6,79,39.25,26,55,46,18,38,25,44,15
12,2,9,38,38.65,18,26,55,46,51,31,14,15
3,2,6,1,38.65,32,20,36,30,41,25,21,7
12,8,6,37,39.25,17,32,42,45,14,14,51,1
3,2,6,75,38.65,25,52,37,39,38,41,25,5
4,2,9,2,38.65,26,18,55,46,41,31,33,15
3,2,6,95,38.65,36,32,20,30,24,50,47,7
12,2,6,64,38.65,48,32,42,45,14,35,33,1
3,2,6,104,38.65,52,39,34,37,28,31,24,5
3,2,6,80,38.65,16,32,40,53,14,29,28,10
12,2,9,108,38.65,32,23,39,27,44,36,29,11
4,8,9,14,39.25,23,39,32,27,14,14,50,11
4,8,6,113,39.25,40,36,32,16,47,44,38,10
12,8,9,114,39.25,32,14,36,30,14,44,31,7
12,8,6,1,39.25,16,40,53,32,14,31,14,10
12,2,6,60,38.65,36,32,30,14,14,50,51,7
3,8,9,110,39.25,34,52,37,39,29,44,35,5
12,2,6,34,38.65,18,26,46,55,24,14,21,15
4,8,6,105,39.25,17,45,42,32,14,36,51,1
4,2,6,116,38.65,32,27,23,39,31,54,37,11
3,2,6,98,38.65,34,52,37,39,22,33,51,5
4,2,6,14,38.65,32,20,36,30,14,14,22,7
4,2,6,85,38.65,53,16,40,32,36,37,47,10
12,8,6,108,39.25,34,52,37,39,22,47,47,5
12,2,9,24,38.65,18,46,26,55,47,36,54,15
3,2,9,10,38.65,32,54,55,18,41,14,14,13
3,2,6,103,38.65,23,32,27,39,14,14,22,11
12,8,9,8,39.25,34,52,37,39,14,37,43,5
12,8,6,51,39.25,26,55,46,18,14,24,14,15
12,2,9,69,38.65,26,55,46,18,54,24,14,15
12,2,6,116,38.65,34,52,37,39,41,14,51,5
3,8,6,8,39.25,18,55,14,54,54,25,14,13
4,8,6,104,39.25,18,26,46,55,37,14,47,15
3,8,6,79,39.25,27,32,23,39,31,44,33,11
3,2,6,61,38.65,54,55,32,18,14,14,14,13
3,2,6,38,38.65,17,45,42,32,48,36,14,1
4,8,9,55,39.25,32,20,36,30,44,14,14,7
3,2,9,118,38.65,23,14,27,39,14,14,41,11
3,2,6,119,38.65,32,45,17,42,48,33,29,1
3,8,6,37,39.25,54,55,32,18,14,51,14,13
12,8,6,74,39.25,39,23,27,32,31,14,14,11
12,8,9,17,39.25,37,34,52,39,54,24,31,5
3,8,6,67,39.25,23,39,32,27,21,38,50,11
3,2,6,35,38.65,53,16,40,32,14,51,50,10
4,2,9,73,38.65,26,55,46,18,50,33,29,15
12,8,9,54,39.25,39,34,52,37,31,14,38,5
3,8,6,40,39.25,17,45,42,32,14,14,28,1
12,2,9,2,38.65,18,55,32,54,31,14,14,13
3,8,9,21,39.25,37,52,34,29,47,14,14,5
4,8,6,26,39.25,17,45,42,32,50,31,22,1
3,8,6,57,39.25,46,26,18,14,31,22,14,15
12,2,6,44,38.65,49,19,34,54,14,37,14,0
3,8,6,1,39.25,32,37,36,30,43,47,36,7
3,2,6,98,38.65,32,20,36,30,22,14,25,7
4,2,6,57,38.65,30,20,32,36,48,48,22,7
4,8,6,87,39.25,53,16,40,32,37,37,50,10
12,8,6,67,39.25,53,16,40,31,41,47,21,10
12,2,6,95,38.65,17,45,32,35,36,54,14,1
12,2,9,103,38.65,54,34,19,49,54,35,43,0
12,2,9,13,38.65,26,55,46,18,51,29,22,15
3,2,6,126,38.65,19,34,49,14,22,14,29,0
4,2,9,59,38.65,39,23,32,27,22,38,36,11
3,8,6,85,39.25,17,45,42,32,35,14,37,1
4,2,9,3,38.65,26,55,46,18,14,14,14,15
4,2,6,8,38.65,26,55,14,18,35,51,14,15
4,8,9,83,39.25,26,55,46,14,14,14,25,15
4,8,6,67,39.25,17,45,42,32,37,47,31,1
4,2,9,11,38.65,26,55,46,18,54,14,14,15
12,8,9,74,39.25,34,52,39,37,31,21,14,5
3,2,6,6,38.65,27,23,39,32,14,22,44,11
12,2,6,39,38.65,23,37,32,27,33,50,14,11
12,2,9,108,38.65,46,26,55,18,51,38,21,15
4,8,6,22,39.25,26,55,14,18,36,51,47,15
12,8,9,71,39.25,49,19,34,54,14,37,24,0
4,2,6,39,38.65,45,17,32,42,24,48,14,1
3,2,9,120,38.65,26,55,46,18,48,48,48,15
3,8,6,118,39.25,45,32,42,17,38,44,37,1
12,8,9,115,39.25,52,37,34,39,21,36,29,5
3,8,9,19,39.25,32,39,27,23,21,44,44,11
12,8,9,73,39.25,52,39,37,34,14,44,54,5
4,2,9,38,38.65,23,39,32,27,44,25,50,11
4,2,6,18,38.65,39,27,23,32,43,28,25,11
12,8,9,41,39.25,23,39,32,27,25,24,14,11
3,8,6,110,39.25,52,39,34,37,14,47,51,5
3,2,6,32,38.65,37,39,52,34,51,37,31,5
4,2,6,20,38.65,16,40,53,14,14,48,38,10
4,2,6,29,38.65,34,52,37,39,33,44,35,5
3,2,6,25,38.65,54,14,55,18,51,38,14,13
4,8,6,99,39.25,54,34,19,49,35,43,50,0
4,2,6,13,38.65,32,42,45,17,35,54,33,1
3,2,9,23,38.65,23,14,32,27,43,48,24,11
12,2,6,94,38.65,53,16,40,32,24,14,14,10
12,8,6,82,39.25,34,52,37,39,22,28,47,5
4,8,9,68,39.25,20,32,36,30,54,14,14,7
4,8,6,40,39.25,32,27,39,23,54,25,28,11
12,8,6,92,39.25,49,34,54,19,36,51,54,0
4,2,9,50,38.65,46,55,18,26,33,35,51,15
3,2,9,53,38.65,20,30,36,32,33,31,21,7
3,8,6,10,39.25,53,16,40,32,44,14,33,10
3,2,9,20,38.65,36,20,32,30,47,14,41,7
3,2,6,120,38.65,26,55,46,18,38,36,41,15
4,8,9,25,39.25,32,20,36,30,25,33,14,7
4,8,6,75,39.25,17,45,42,32,51,14,25,1
3,2,6,97,38.65,18,33,46,55,47,21,14,15
12,8,9,69,39.25,37,52,34,14,25,47,36,5
12,2,6,112,38.65,42,45,17,32,35,44,47,1
4,2,9,103,38.65,39,37,14,34,36,44,48,5
4,8,6,18,39.25,26,55,46,18,14,38,41,15
4,8,6,46,39.25,17,45,42,32,50,35,38,1
12,8,6,69,39.25,32,20,36,30,38,14,29,7
4,2,6,66,38.65,17,45,42,32,54,47,31,1
4,8,9,112,39.25,27,39,23,32,51,22,41,11
12,8,6,30,39.25,53,16,40,32,28,33,28,10
3,2,6,50,38.65,54,31,14,34,48,51,35,0
12,2,6,4,38.65,36,32,30,20,51,47,14,7
12,2,6,46,38.65,37,34,51,39,54,47,37,5
12,8,6,13,39.25,19,54,49,14,22,43,33,0
4,8,6,97,39.25,32,17,45,42,33,47,48,1
3,8,9,33,39.25,26,55,46,18,41,48,29,15
4,8,9,104,39.25,52,34,39,37,14,44,28,5
3,8,9,68,39.25,27,39,23,32,36,14,14,11
3,2,6,76,38.65,32,30,36,20,35,51,54,7
12,8,6,46,39.25,39,14,52,37,14,43,24,5
4,8,9,25,39.25,55,18,46,26,29,14,44,15
12,2,9,12,38.65,49,41,34,54,21,14,29,0
12,2,9,8,38.65,20,36,30,32,14,35,25,7
3,2,9,95,38.65,23,32,39,27,24,37,33,11
12,2,6,24,38.65,42,17,32,45,48,22,41,1
12,2,6,1,38.65,17,45,42,32,14,37,51,1
12,2,6,28,38.65,54,32,55,18,38,29,14,13
3,2,6,106,38.65,17,45,42,32,14,14,43,1
4,8,6,93,39.25,16,53,32,40,14,33,24,10
4,2,9,89,38.65,49,19,34,54,14,44,33,0
4,8,6,73,39.25,36,20,30,32,14,33,33,7
3,8,6,77,39.25,34,52,37,39,54,14,36,5
12,8,6,50,39.25,17,42,32,45,44,28,48,1
4,8,6,110,39.25,34,52,37,39,14,25,48,5
4,2,6,1,38.65,17,45,42,32,14,22,41,1
12,2,9,16,38.65,49,19,34,54,54,24,37,0
4,2,9,93,38.65,46,18,55,26,14,48,35,15
12,8,6,75,39.25,32,20,36,33,31,44,31,7
3,8,6,90,39.25,39,27,32,23,14,37,37,11
12,2,6,113,38.65,17,45,42,32,14,14,41,1
3,8,6,10,39.25,17,22,45,32,24,21,47,1
12,8,6,9,39.25,23,32,27,39,43,37,54,11
3,2,6,85,38.65,52,34,37,39,38,31,31,5
3,2,6,20,38.65,26,46,55,18,14,41,47,15
12,8,9,116,39.25,34,52,37,39,50,24,14,5
12,2,6,58,38.65,49,19,34,54,14,22,37,0
3,2,6,120,38.65,17,45,42,32,35,25,47,1
3,8,9,82,39.25,49,19,34,54,14,14,24,0
12,8,6,31,39.25,53,16,40,32,22,24,51,10
12,8,6,15,39.25,32,42,17,45,47,14,14,1
12,2,6,28,38.65,32,45,42,17,14,14,25,1
3,8,6,70,39.25,23,14,32,39,33,25,51,11
4,2,9,74,38.65,23,39,32,27,38,50,54,11
12,8,6,13,39.25,32,30,20,36,22,50,14,7
4,2,6,38,38.65,26,55,46,18,43,48,41,15
12,2,6,90,38.65,32,36,30,20,36,36,43,7
4,8,6,43,39.25,36,32,30,20,14,41,14,7
4,8,6,30,39.25,30,32,20,36,22,43,14,7
3,8,9,97,39.25,20,36,32,30,14,24,37,7
4,2,9,16,38.65,23,32,27,39,31,31,48,11
3,2,9,115,38.65,18,55,32,54,44,14,43,13
12,8,9,86,39.25,32,14,20,14,33,29,54,7
3,8,9,4,39.25,18,32,54,55,14,31,14,13
4,2,6,51,38.65,49,19,34,54,22,47,14,0
4,2,9,4,38.65,20,14,36,32,14,44,14,7
4,2,9,21,38.65,32,36,20,30,14,28,14,7
12,8,6,100,39.25,42,45,14,32,43,28,14,1
